Height (in), Weight (lbs), Sex
71.71, 211.6, Male
65.75, 100.83, Female
65.73, 222.68, Male
64.76, 113.16, Female
71.12, 191.31, Male
68.16, 164.92, Male
66.23, 214.29, Female
65.72, 146.77, Female
67.21, 147.87, Male
68.42, 183.97, Male
66.52, 139.13, Female
66.65, 169.57, Female
62.14, 114.64, Female
70.66, 203.06, Male
70, 192.93, Male
63.32, 140.86, Female
70.97, 148.73, Male
61.03, 189.53, Female
65.28, 125.21, Female
73.4, 186.06, Male
63.83, 140.98, Female
65.12, 126.83, Female
64.82, 191.01, Female
77.92, 228.6, Male
71.62, 209.39, Male
67.43, 186.84, Male
72.84, 154.98, Male
69.01, 212.62, Male
63.37, 134.53, Female
63.27, 155.33, Female
65.54, 171.97, Male
69.35, 142.79, Female
65.1, 135.18, Female
71.6, 166.16, Male
71.91, 180.54, Male
63.7, 147.1, Female
56.89, 117.52, Female
66.92, 126.4, Female
68.55, 185.18, Male
67.62, 179.84, Male
72.75, 209.47, Male
69.27, 200.86, Male
74.35, 176.25, Male
63.83, 159.36, Female
62.43, 137.69, Female
65.94, 159.14, Female
68.11, 223.65, Male
63.76, 101.86, Female
71.1, 190.31, Male
61.6, 92.83, Female
66.98, 131.96, Female
57.08, 116.92, Female
68.61, 129.63, Male
64.49, 126.31, Female
63.3, 73.39, Female
66.85, 127.09, Male
70.01, 215.95, Male
70.43, 210.29, Male
67.85, 147.08, Male
59.22, 115.88, Female
65.51, 128.64, Female
62.68, 107.39, Female
68.1, 173.34, Male
64.85, 143.33, Female
69.25, 144.45, Male
65.56, 137.83, Female
61.62, 113.21, Female
67.52, 165.18, Female
64.27, 147.26, Female
61.06, 197.8, Female
70.71, 215.5, Male
67.48, 138.82, Female
71.05, 149.4, Male
63.76, 115.34, Female
69.67, 187.18, Male
62.11, 114.53, Female
68.72, 187.29, Male
66.75, 138.22, Male
61.93, 148.06, Female
67.35, 128.78, Male
63.2, 143.15, Female
67.44, 112.29, Female
62.6, 129.17, Female
65.99, 136.23, Female
60.63, 153.91, Female
68.07, 165.09, Male
61.1, 126.09, Female
63.37, 156.93, Female
68.53, 111.42, Male
62.38, 100.29, Female
64.3, 131.56, Female
62.41, 137.33, Female
66.41, 171.67, Male
67.74, 136.4, Female
65.06, 117.37, Female
66.74, 153.26, Male
68.1, 165.81, Female
62.65, 106.16, Female
62.48, 122.17, Female
70.35, 207.98, Male
65.73, 179.59, Male
72.05, 189.8, Male
70.71, 219.23, Male
61.32, 175.3, Female
64.62, 127.61, Female
56.7, 132.1, Female
74.01, 151.48, Male
61.19, 109.71, Female
66.13, 156.76, Female
70.22, 177.96, Male
64.24, 142.39, Male
70.21, 159.56, Male
61.93, 154.54, Female
53.51, 142.08, Female
68.45, 179.74, Male
62.62, 179.94, Female
61.25, 144.99, Female
63.59, 105.91, Female
65.5, 137.36, Female
66.15, 184.01, Female
72.87, 177.31, Male
64.96, 131.48, Female
65.11, 156.05, Male
73.81, 175.33, Male
71.92, 192.14, Male
72.02, 172.05, Male
63.24, 135.64, Female
64.35, 137.27, Female
71.49, 195.54, Male
63.18, 112.47, Female
70.63, 165.68, Male
73.67, 178.58, Male
70.01, 174.52, Male
71.26, 184.48, Male
66.18, 147.95, Male
68.63, 149.12, Male
61.22, 122.56, Female
69.72, 199.22, Male
64.63, 138.63, Female
69.33, 146.71, Male
69.75, 187.18, Male
62.09, 142.54, Female
68.53, 181.52, Male
62.85, 129.22, Female
72.01, 222, Male
63.85, 115.62, Female
69.5, 141.04, Male
68.62, 170.91, Male
67.11, 186.05, Male
64.15, 120.59, Female
65.17, 112.59, Male
61.44, 204.85, Female
64.93, 128, Female
70.75, 170.11, Male
63.24, 107.21, Male
71.75, 132.08, Male
71.71, 175.66, Male
61.69, 205.37, Female
68.06, 209.78, Male
69.73, 196.2, Male
65.63, 159.88, Female
69.71, 142.47, Male
66.76, 191.75, Female
72.17, 179.98, Male
69.81, 186.93, Male
63.33, 129.46, Female
68.74, 161.57, Male
71.27, 169.46, Male
66.02, 142.01, Male
61.06, 172.67, Female
70.89, 183.66, Male
65.53, 112.4, Female
69.86, 158.02, Female
68.15, 175.83, Male
63.53, 92.57, Female
72.59, 201.02, Male
68.97, 168.49, Male
68.89, 216.41, Male
63.11, 164.53, Female
71.11, 179.23, Male
63.78, 147.91, Female
61.87, 117.66, Female
63.35, 149.93, Female
61.53, 100.63, Female
69.46, 166.45, Male
61.05, 91.58, Female
68.03, 188.18, Male
71.59, 202.44, Male
69.01, 192.73, Male
64.6, 105.37, Female
65.98, 142.84, Male
62.34, 114.16, Female
63.73, 147.53, Female
61.31, 149.85, Female
68.89, 160.99, Male
61.43, 128.54, Female
58.36, 151.93, Female
64.16, 144.59, Female
64.95, 186.19, Female
66.67, 190.04, Female
59.17, 127.98, Female
70.73, 213.84, Male
67.72, 191.34, Male
62.44, 101.28, Female
72.71, 137.61, Male
69.44, 137.13, Male
72.86, 180.71, Male
69.27, 209.07, Male
60.15, 170.4, Female
68.59, 217.53, Male
63.64, 93.02, Female
59.96, 178.53, Female
71.7, 226.36, Male
76.32, 179.45, Male
65.82, 130.88, Male
66.05, 120.39, Female
67.3, 169.68, Male
68.68, 165.2, Male
64.11, 156.59, Male
72.86, 191.84, Male
65.64, 132.38, Female
66.76, 178.74, Male
73.37, 198.86, Male
58.22, 95.56, Female
61.19, 112.16, Female
61.63, 130.11, Female
71.48, 212.15, Male
58.76, 111.04, Male
66.51, 130.3, Female
67.2, 188.96, Male
65.96, 124.15, Female
64.8, 160.57, Female
62.76, 114.66, Female
61.01, 212.89, Female
70.75, 189.14, Male
68.76, 163.46, Male
61.6, 123.75, Female
64.22, 157.22, Female
71.28, 173.79, Male
62.19, 118.47, Female
63.35, 161.57, Female
62.59, 166.58, Female
66.72, 151.37, Female
66.39, 157.74, Female
68.04, 150.34, Male
61.47, 143.87, Male
65.74, 146.29, Female
61.25, 128.06, Female
66.58, 121.22, Male
64.5, 128.09, Female
68.7, 130.9, Female
68.8, 129.21, Male
68.79, 175.85, Male
65.62, 162.89, Male
69.57, 142.43, Male
64.15, 133.57, Female
68.36, 186.42, Male
68.66, 161, Male
60.81, 185.78, Female
60.05, 131.28, Female
66.14, 157.26, Male
66.23, 164.22, Female
62.83, 120.64, Female
77.82, 192.32, Male
69.57, 154.39, Male
65.64, 118.61, Female
69.28, 160.4, Male
61.11, 124.69, Female
60.97, 124.35, Female
62.51, 112.29, Female
62.86, 125.35, Female
68.62, 158.29, Male
65.37, 141.84, Female
65.87, 166.21, Male
69.06, 214.72, Male
68.22, 203.31, Male
69, 153.3, Male
63.65, 126.75, Female
66.42, 209.57, Female
63.05, 102.07, Female
60.28, 136.65, Female
61.25, 129.32, Female
66.84, 140.19, Male
68.04, 147.25, Female
61.66, 129.48, Female
66.34, 120.4, Female
65.37, 146.88, Male
61.16, 131.39, Female
65.98, 149.9, Female
63.92, 149.03, Female
71.32, 188.97, Male
63.88, 109.19, Female
62.08, 167.65, Female
61.35, 136.65, Female
61.57, 133.26, Female
71.6, 170.3, Male
71.27, 178.99, Male
66.73, 202.48, Female
73.86, 179.05, Male
65.1, 129.23, Female
72.93, 191.71, Male
71.38, 164.05, Male
65.2, 154.62, Female
65.29, 131.5, Female
62.34, 120.74, Female
69.65, 197.23, Male
69.18, 170.63, Male
66.84, 146.36, Female
63.11, 125.79, Female
64.66, 140.48, Female
68.03, 187, Male
61.05, 113.21, Female
72.32, 184.97, Male
64.99, 134.4, Female
65.5, 203.44, Male
63.96, 180.75, Female
71.63, 229.8, Male
65.1, 189.17, Male
62.43, 146.19, Female
64.35, 161.78, Male
60.18, 191.71, Female
66.86, 142.03, Female
64, 135.73, Female
63.08, 134, Female
64.34, 133.73, Female
69.03, 145.2, Male
65.86, 122.8, Female
65.94, 166.1, Female
65.56, 153.44, Female
66.12, 157.29, Male
69.83, 225.45, Male
67.01, 173.63, Male
63.99, 156.25, Female
62.4, 97.6, Female
66.08, 156.32, Female
72.16, 205.24, Male
71.92, 177.4, Male
61.87, 137.04, Female
64.1, 143.38, Male
65.82, 156.37, Female
62.84, 112.48, Female
65.47, 129.6, Female
59.24, 184.96, Female
69.85, 126.8, Male
64.82, 146.89, Female
65.58, 155.33, Male
61.37, 136.09, Female
70.5, 191.04, Male
69.32, 220.53, Male
59.87, 115.21, Female
66.46, 163.7, Female
56.51, 103.8, Female
67.66, 194.85, Female
61.79, 141.26, Female
56.95, 79.74, Female
65.96, 169.19, Male
71.54, 177.22, Male
64.72, 139.85, Female
66.65, 156.65, Male
65.39, 154.78, Male
64.62, 142.21, Female
63.04, 157.98, Female
67.94, 131.95, Female
72.93, 188.33, Male
70.54, 193.08, Male
72.53, 214.29, Male
66.05, 158.21, Male
61.79, 207.37, Female
69.34, 137.09, Female
63.89, 147.95, Female
63.77, 118.59, Female
66.25, 156.07, Male
66.79, 145.01, Female
63.99, 183.37, Female
67.59, 117.33, Female
65.03, 193.85, Female
67.77, 187.98, Female
71.01, 216.53, Male
73.56, 163.64, Male
64.7, 162.83, Female
65.12, 134.04, Female
68.41, 191.78, Male
72.9, 188.2, Male
67.91, 128.86, Female
65.36, 132.16, Female
60.35, 136, Female
67.99, 191.07, Male
63.95, 149.23, Female
68.68, 142.88, Female
66.5, 164.42, Female
68.97, 215.76, Male
66.29, 139.61, Male
66.42, 134.37, Female
68.3, 131.94, Male
72.08, 152.68, Male
62.52, 120.48, Female
65.79, 150.76, Male
63.66, 104.12, Female
64.63, 149.23, Female
71.23, 158.45, Male
70.35, 172.51, Male
61.58, 150.14, Female
69.43, 158.93, Male
61.63, 124.09, Female
66.23, 176.09, Female
62.91, 121.1, Female
60.54, 172.32, Female
64.9, 155.03, Female
68.79, 156.21, Male
73.56, 191.4, Male
72.03, 190.21, Male
63.67, 201.9, Female
71.51, 206.46, Male
66.5, 113.6, Female
61.67, 145.27, Female
60.83, 111.56, Female
66.42, 134.15, Female
68.56, 151.26, Male
60.59, 131.86, Female
69.03, 204.3, Male
68.09, 168.24, Male
62.79, 169.1, Female
65.31, 120.97, Female
65.66, 98.46, Female
65.78, 223.83, Male
70.81, 215.67, Male
62.2, 114.98, Female
65.01, 143.61, Male
70.75, 171.78, Male
69.5, 161.12, Male
70.76, 171.35, Male
61.89, 124.69, Female
66.75, 169.96, Male
70.06, 149.58, Male
67.02, 137.72, Male
71.96, 188.42, Male
64.7, 120.94, Female
68.03, 187.51, Male
68.79, 173.94, Male
71.36, 151.87, Male
68.11, 181.62, Male
59.75, 128.9, Female
68.66, 177.66, Male
77.93, 187.36, Male
66.49, 127.48, Female
59.95, 149.62, Female
67.46, 173.71, Male
66.02, 173.11, Male
69.23, 158.55, Male
73.33, 190.19, Male
69.72, 163.5, Female
71.51, 181.18, Male
71.82, 148.02, Male
65.96, 164.24, Female
70.9, 146.81, Male
61.75, 117.59, Female
74.2, 197.46, Male
70.7, 173.68, Male
66.05, 137.02, Male
69.61, 182.79, Male
69.03, 192.29, Male
71.03, 153.14, Male
64.09, 136.05, Female
68.41, 144.61, Male
70.11, 212.33, Male
69.39, 179.57, Male
64.95, 186.32, Female
62.56, 102.26, Male
62.12, 111.43, Female
64.78, 168.79, Male
65.77, 143.59, Male
70.34, 164.49, Male
67.76, 199.03, Male
69.83, 157.34, Male
64.29, 126.57, Female
61.52, 121.76, Female
65.25, 134.64, Female
60.05, 188.73, Female
68.42, 156.76, Female
70.23, 192.03, Male
59.78, 148.69, Female
62.98, 121.35, Female
71.47, 198.06, Male
74.14, 204.87, Male
63.77, 141.83, Male
64.11, 153.62, Female
71.83, 212.94, Male
69.87, 196.1, Male
63, 101.95, Female
62.13, 129.43, Female
63.99, 121.66, Female
69.4, 194.65, Male
67.62, 155.86, Male
65.15, 167.67, Female
61.83, 132.39, Female
69.4, 143.89, Male
58.29, 122.55, Female
69.9, 197.15, Male
72.42, 180.87, Male
68.49, 173.45, Male
67.82, 148.94, Male
70.1, 136.33, Male
70.01, 142.2, Male
63.53, 140.23, Female
62.59, 158.19, Female
72.35, 139.11, Male
62.21, 109.33, Female
65.81, 122.02, Female
68.42, 167.99, Female
66.32, 164.01, Male
70.74, 148.38, Male
69.43, 215.98, Male
70.1, 189.71, Male
70.65, 158.19, Male
57.25, 96.97, Female
67.34, 185.06, Male
64.23, 115.82, Female
63.86, 113.9, Female
65.33, 132.42, Female
63.3, 154.45, Female
71.78, 171, Male
64.43, 125.85, Female
63.23, 209.67, Female
67.37, 160.98, Male
60.79, 135.6, Female
60.58, 166.5, Female
63.14, 159.51, Female
59.37, 92.8, Female
67.08, 166.17, Male
71.79, 170.51, Male
68.79, 159.43, Male
62.8, 157.28, Female
63.52, 179.78, Female
64.44, 184.18, Female
62.11, 122.64, Female
73.32, 196.28, Male
70.01, 180.3, Male
62.91, 170.22, Female
71.96, 170.4, Male
61.88, 122.82, Female
72.41, 154.15, Male
61.28, 133.53, Female
60.37, 106.52, Female
63.71, 133.92, Female
59.42, 140.96, Female
67.83, 133.21, Female
68.64, 133.54, Male
66.33, 155.71, Male
72.39, 160.81, Male
72.19, 158.29, Male
58.85, 139.11, Female
70.41, 172.29, Male
67.73, 168.66, Male
69.95, 149.48, Male
61.7, 120.63, Female
62.06, 133.16, Female
58.32, 122.73, Female
62.02, 192.31, Female
69.13, 155.27, Male
73.82, 187.5, Male
77.76, 206.29, Male
62.28, 118.8, Female
69.14, 191.81, Male
62.59, 130.5, Female
73.1, 228.33, Male
64.24, 125.8, Female
71.69, 182.95, Male
66.23, 157.83, Male
63.42, 115.43, Female
69.49, 103.93, Male
63.48, 102.25, Female
64.88, 121.15, Female
66.52, 127.07, Female
72.44, 130.75, Male
68.96, 162.84, Male
66.61, 208.27, Male
65.53, 120.4, Female
68.19, 160.11, Male
68.18, 122.72, Male
64.97, 104.59, Female
64.34, 159.45, Female
63.12, 130.75, Female
61.28, 130.66, Female
70.04, 164.81, Male
67.75, 106.52, Female
71.65, 162.5, Male
68.91, 191.12, Male
58.59, 127.94, Female
68.24, 185.78, Male
62.09, 147.78, Female
68.54, 163.89, Male
68.46, 175.83, Male
63.52, 120.98, Female
75.9, 188.99, Male
61.16, 127.34, Female
66.89, 121.94, Male
66.94, 179.77, Male
68.13, 182.27, Male
69.32, 176.56, Male
69.06, 209.33, Male
66.76, 141.97, Female
69.15, 198.79, Male
66.93, 113.63, Female
71.25, 178.86, Male
67.79, 112.95, Female
64.67, 176.32, Male
67.4, 158.27, Female
68.82, 155.12, Male
69.87, 159.94, Male
67.4, 163.92, Male
65.28, 157.84, Male
68.42, 143.58, Male
69.49, 158.67, Male
70.34, 164.2, Male
69.29, 165.22, Male
62.02, 145.49, Female
71.55, 181.9, Male
61.61, 189.82, Female
69.01, 166.74, Male
64.68, 163.48, Female
62.89, 100.18, Female
62.3, 174.05, Female
63.29, 130.63, Male
66.02, 117.34, Female
67.92, 169.33, Male
68.15, 177.25, Male
67.3, 172.36, Male
68.31, 142.98, Male
71.99, 145.22, Male
67.26, 215.27, Male
61.87, 154.35, Female
58.3, 114.14, Female
71.17, 122.58, Male
62.42, 172.33, Female
68.58, 140.15, Female
71.5, 191.78, Male
68.36, 137.5, Male
65.98, 113.53, Female
70.72, 181.4, Male
74.3, 160.07, Male
65.32, 194.02, Female
67.57, 169.48, Male
74.43, 191.98, Male
72.71, 170.75, Male
64.91, 126.59, Female
62.19, 95.33, Female
59.11, 188.21, Female
68.25, 134.66, Male
66.97, 135.8, Female
65.05, 126.85, Female
67.11, 173.13, Male
69.35, 168.49, Male
70.88, 140.54, Male
72.47, 190.67, Male
67.45, 125, Female
68.39, 171.43, Male
63.66, 112.42, Female
62.57, 119.26, Female
71.33, 216.79, Male
67.9, 158.44, Male
70.53, 156.27, Female
61.67, 122.56, Female
64.53, 126.75, Female
67.59, 160.98, Female
72.82, 173.73, Male
65.67, 116.68, Female
63.85, 108.98, Female
66.62, 180.6, Male
64.74, 155.38, Male
68.18, 158.63, Male
66.52, 124.5, Male
61.63, 179.81, Female
61.13, 158.69, Female
65.04, 189.34, Female
72.2, 161.95, Male
63.04, 103.68, Female
66.75, 165.87, Male
68, 143.22, Female
60.37, 141.03, Female
63.44, 145.73, Female
67.92, 173.7, Male
67.93, 129.71, Male
64.98, 120.65, Female
62.2, 126.51, Female
60.5, 81.53, Female
62.75, 99.14, Female
67.8, 189, Male
63.15, 127.56, Female
62.64, 140.92, Male
63.13, 137.47, Female
69.13, 170.11, Male
67.12, 174.88, Male
68.02, 141.34, Male
71.47, 174.33, Male
64.68, 145.49, Female
62.89, 116.67, Female
73.24, 181.23, Male
64.24, 160.73, Female
65.26, 122.56, Female
61.07, 104.02, Female
74.77, 159.95, Male
61.37, 117.69, Female
63.68, 187.78, Female
74.1, 203.92, Male
71.68, 143.98, Male
71.95, 208.68, Male
68.07, 168.32, Male
67.05, 128.76, Female
63.17, 140.65, Male
66.01, 179.47, Male
71.62, 188.69, Male
70.74, 165.46, Male
67.43, 138.28, Female
77.59, 203.29, Male
68.57, 173.8, Male
70.71, 162.36, Male
71.85, 195.95, Male
66.71, 148.03, Female
60.72, 113.31, Female
67.15, 200.51, Male
64.42, 129.25, Male
60.77, 105.19, Female
71.74, 169.89, Male
68.93, 144.29, Female
61.02, 125.69, Female
60.55, 175.41, Female
63.26, 144.11, Female
59.01, 91.61, Female
66.23, 162.83, Female
66.1, 113.11, Female
70.8, 163.65, Male
64.12, 189.82, Female
61.94, 106.52, Female
67.4, 141.14, Female
63.68, 123.8, Female
65.78, 172.27, Male
69.21, 215.92, Male
70.23, 186.34, Male
62.19, 129.26, Female
70.73, 140.51, Male
70.54, 174.42, Female
66.67, 117.87, Female
74.76, 228.14, Male
63, 130.15, Female
67, 178.39, Male
74.71, 203.31, Male
60.86, 172.96, Female
69.12, 187.84, Male
69.59, 162.15, Male
73.2, 196.16, Male
62.76, 211.82, Female
67.13, 169.91, Male
65.28, 167.13, Female
66.86, 132.43, Female
72.34, 166.15, Male
67.21, 153.41, Male
62.99, 118.76, Female
72.95, 173.96, Male
72.72, 199.13, Male
68.15, 150.93, Male
65.22, 169.26, Male
60.82, 205.58, Female
68.98, 131.22, Female
64.59, 113.67, Female
68.66, 147.88, Male
66.36, 116.45, Female
64.19, 173.51, Female
71.09, 158.13, Male
63.43, 101.68, Female
67.21, 170.25, Male
65.8, 152.66, Female
69.12, 175.9, Male
68.6, 184.59, Male
64.64, 114.22, Male
63.33, 144.39, Female
71.1, 167.53, Male
71.66, 165.25, Male
62.32, 151.61, Female
66.53, 157.93, Male
63.58, 133, Female
60.78, 135.71, Female
62.01, 126.5, Male
69.81, 165.85, Male
62.53, 140.35, Female
67.11, 171.57, Male
65.31, 166.62, Female
64.48, 129.7, Female
67.93, 149.21, Male
62.03, 126.15, Female
67.16, 172.06, Male
69.6, 167.7, Male
65.44, 151.13, Male
67.44, 176.81, Male
66.91, 125.35, Male
66.11, 143, Male
61.55, 192.55, Female
69.05, 219.02, Male
61.44, 158.58, Female
65.23, 164.33, Male
66.83, 129.98, Male
67.43, 121.55, Female
68.05, 149.51, Male
62.03, 162.96, Female
65.97, 145.66, Male
60.03, 151.09, Female
66.68, 132.66, Female
67.8, 167.15, Male
65.86, 129.72, Female
64.07, 146.61, Female
69.44, 164.23, Male
68.09, 192.95, Male
65.59, 120.02, Female
66.96, 147.47, Male
71.27, 208.9, Male
71.88, 196.62, Male
57.12, 92.6, Female
61.97, 110.73, Female
60.4, 140, Female
68.08, 184.05, Male
64.54, 139.53, Female
65.1, 160.16, Female
72.6, 226.66, Male
62.72, 118.33, Female
64.73, 198.17, Female
63.48, 157.7, Female
68.68, 162.65, Male
73.19, 182.79, Male
67.99, 159.22, Male
64.55, 116.44, Female
70.9, 216.55, Male
66.66, 142.78, Female
63.07, 126.53, Female
69.87, 140.99, Male
67.74, 173.05, Male
73.59, 169.76, Male
58.8, 115.75, Male
68.31, 195.66, Male
71.28, 150.41, Male
58.77, 137.75, Female
69.2, 143.46, Male
62.62, 128.47, Female
66.19, 121.54, Female
66.28, 143.54, Male
66.08, 123.57, Male
68.17, 197.38, Female
66.35, 126.59, Male
64.7, 137.81, Male
67.35, 115.57, Female
60.81, 128.43, Female
63.28, 123.18, Female
62.67, 120.68, Female
60.23, 125.45, Female
68.57, 148.26, Female
58.61, 187.77, Female
67.64, 168.27, Male
64.31, 128.57, Female
69.28, 179.74, Male
66.57, 170.36, Male
70.57, 154.29, Male
62.74, 182.96, Female
67.44, 212.64, Male
68.62, 201.89, Male
72.3, 188.29, Male
62.01, 106.14, Female
61.91, 117.51, Female
70.77, 199.86, Male
66.28, 149.54, Male
62.88, 119.73, Female
61.96, 148.03, Female
70.27, 183.12, Male
73.06, 224.97, Male
70.96, 169.4, Male
64.54, 136.88, Female
70.75, 167.12, Male
68.92, 199, Male
61.82, 174.78, Female
68.79, 190.3, Male
71.38, 194.24, Male
70.86, 148.89, Male
69.59, 126.2, Male
65.77, 142.96, Male
68.5, 211.31, Male
72.74, 181.8, Male
66.52, 155.95, Female
73.7, 177.96, Male
67.94, 135.85, Male
62.51, 112.23, Female
64.25, 136.78, Female
69.25, 208.14, Male
69.03, 130.66, Male
69.32, 166, Male
69.7, 194.6, Male
61.75, 117.44, Female
64.38, 140.93, Male
77.51, 178.82, Male
70.52, 206.51, Male
66.38, 167.65, Female
58.72, 206.04, Female
63.95, 120.6, Female
65, 189.04, Female
69.31, 144.67, Male
69.26, 169.86, Female
60.15, 114.48, Female
70.52, 166.61, Male
62.13, 101.99, Female
64.79, 119.02, Female
65.58, 136.15, Male
64.09, 120.88, Female
71.84, 194.04, Male
69.91, 184.01, Male
72.9, 188.11, Male
74.29, 163.87, Male
68, 157.97, Male
62.49, 144.88, Female
76.11, 228.79, Male
62.39, 130.16, Female
69.07, 167.64, Male
64.3, 164.86, Female
64.88, 160.73, Female
67.26, 158, Female
70.42, 175.96, Male
68.45, 139.81, Female
69.61, 161.21, Male
64.63, 155.11, Male
73.64, 155.92, Male
65.78, 203.52, Female
68.64, 189.9, Female
65.2, 103.54, Female
67.55, 167.98, Male
70.5, 168.22, Male
71.66, 204.25, Male
65.05, 152.72, Male
65.09, 152.19, Female
69.58, 193.43, Male
69.12, 142.21, Male
65.99, 128.54, Male
73.11, 183.48, Male
64.92, 191.3, Male
67.23, 138.76, Female
66.89, 136.78, Male
60.49, 95.45, Female
69.72, 174.17, Male
70.29, 181.92, Male
63.81, 96.82, Female
71.55, 168.87, Male
64.07, 125.33, Female
70.76, 176.22, Male
62.69, 177.31, Female
68.96, 148.53, Male
64.62, 198.11, Female
62.4, 129.56, Female
64.14, 170.82, Female
70.49, 153.28, Male
71.2, 156.16, Male
65.43, 146.12, Male
63.76, 171.64, Male
73.34, 163.26, Male
63.7, 153.66, Female
64.03, 122.5, Female
66.11, 188.64, Male
68.59, 167.38, Male
67.01, 157.65, Male
62.59, 145.85, Female
68.64, 186.26, Male
62.17, 167.17, Female
67.06, 125.81, Male
66.42, 177.6, Male
68.01, 163.4, Male
65.99, 127.88, Female
69.66, 158.29, Male
71.53, 212.46, Male
71.75, 180.7, Male
66.71, 139.68, Female
65.56, 127.17, Female
67.3, 188.88, Male
72.1, 175.46, Male
62.19, 118.59, Female
64.55, 131.87, Female
64.17, 121.94, Female
63.3, 140.8, Female
64.14, 142.92, Female
74.99, 209.78, Male
66.26, 131.62, Female
70.96, 167.47, Male
72.63, 154.44, Male
62.98, 119.77, Female
70.18, 222.66, Male
64.38, 155.43, Female
65.84, 162.82, Male
74.44, 177.53, Male
69.62, 178.18, Male
62.54, 165.02, Female
66.67, 166.95, Female
63.96, 134.54, Female
63.55, 167.61, Female
58.75, 144.46, Female
61.9, 145.42, Female
60.94, 100.39, Female
61.31, 94.1, Female
70.11, 137.72, Male
